ParticipantName,ParticipantCountry,R1Composer,R1Piece,R1PCString,R2Composer,R2Piece,R2PCString,R3Composer,R3Piece,R3PCString,Placement,Year
Timofey Dolya,Russia,Pyotr Tchaikovsky , Allegro / Adagio / Finale. Presto  , Allegro / Adagio / Finale. Presto  | Pyotr Tchaikovsky ,Pyotr Tchaikovsky ," Three Tales, Op. 42  "," Three Tales, Op. 42  | Pyotr Tchaikovsky ",Sergei Prokofiev ," Piano Concerto No. 3 in C major, Op.26  Andante – Allegro / Tema con variazioni / Allegro, ma non troppo"," Piano Concerto No. 3 in C major, Op.26  | Andante – Allegro / Tema con variazioni / Allegro, ma non troppo",NaN,2023
Timofey Dolya,Russia,NaN,NaN," Étude-tableau in D-flat major, Op. 39 No. 9",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Timofey Dolya,Russia,Pyotr Tchaikovsky ," Romance, Op. 5 , Nocturne in F Major, Op. 10 No. 1"," Romance, Op. 5  | Nocturne in F major, O—Ä. 10 No. 1 ",Sergei Prokofiev ," Méditation, Op. 72 No. 5  "," Méditation, Op. 72 No. 5  | Sergey Prokofiev ",NaN,NaN,NaN,NaN,2023
Timofey Dolya,Russia,Sergei Rachmaninoff , Concert étude No. 3 in D-flat major Un sospiro  , Concert étude No. 3 in D-flat major Un sospiro  | Sergei Rachmaninoff ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Timofey Dolya,Russia,Frédéric Chopin ," Scène dansante. Invitation au trépak, Op. 72, No. 18  "," Scène dansante. Invitation au trépak, Op. 72, No. 18  | Frédéric Chopin ",Sergei Prokofiev ," Piano Sonata No. 7 B-flat major, Op. 83  Allegro inquieto / Andante caloroso / Precipitato"," Piano Sonata No. 7 B-flat major, Op. 83  | Allegro inquieto / Andante caloroso / Precipitato",NaN,NaN,NaN,NaN,2023
Timofey Dolya,Russia,Franz Liszt ," Étude in B minor, Op. 25 No. 10  "," Étude in B minor, Op. 25 No. 10  | Franz Liszt ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Valentin Malinin,Russia,Johann Sebastian Bach  ,"Prelude and Fugue in C major, BWV 870, from The Well-Tempered Clavier, Book 2 ","   Johann Sebastian Bach  | Prelude and Fugue in C major, BWV 870, from The Well-Tempered Clavier, Book 2 ",  Sergei Prokofiev  ,"Piano Sonata No. 6, Op. 82 ","  Sergei Prokofiev  | Piano Sonata No. 6, Op. 82 ",  Alexander Scriabin  ,"Piano Concerto in F-sharp minor, Op. 20 ","  Alexander Scriabin  | Piano Concerto in F-sharp minor, Op. 20 ",2,2023
Valentin Malinin,Russia,Pyotr Tchaikovsky ," Étude-tableau in F-sharp minor, Op. 39 No. 3  "," Étude-tableau in F-sharp minor, Op. 39 No. 3  | Pyotr Tchaikovsky "," Piano Sonata No. 4 in F-sharp major, Op. 30  ",Andante / Prestissimo volando," Piano Sonata No. 4 in F-sharp major, Op. 30  | Andante / Prestissimo volando",NaN,NaN,NaN,2,2023
Valentin Malinin,Russia,Sergei Rachmaninoff ," Étude in B minor, Op. 25 No. 10  "," Étude in B minor, Op. 25 No. 10  | Sergei Rachmaninoff ", Allegro / Andante / Allegro moderato  ,"Valse in A-flat major, Op. 38 "," Allegro / Andante / Allegro moderato  | Valse in A-flat major, Op. 38 ",NaN,NaN,NaN,2,2023
Valentin Malinin,Russia,Pyotr Tchaikovsky ," Tendres reproches, Op. 72 No. 3 , Scherzo à la russe Op. 1 No. 1"," Tendres reproches, Op. 72 No. 3  | Scherzo à la russe, Op. 1 No. 1",NaN,NaN,NaN,NaN,NaN,NaN,2,2023
Valentin Malinin,Russia,Frédéric Chopin , Étude No. 6 in A minor from Grandes études de Paganini  , Étude No. 6 in A minor from Grandes études de Paganini  | Frédéric Chopin , Alexander Scriabin  ,"Three études, Op. 65 "," Alexander Scriabin  | Three études, Op. 65 ",NaN,NaN,NaN,2,2023
Valentin Malinin,Russia,Franz Liszt , Allegro assai / Andante con moto / Allegro ma non troppo – Presto  , Allegro assai / Andante con moto / Allegro ma non troppo – Presto  | Franz Liszt ,Pyotr Tchaikovsky ,"Nocturne in F Major, Op. 10 No. 1, Impromptu in F minor, Op. 72 No. 1 "," Nocturne in F major, O—Ä. 10 No. 1  | Impromptu in F minor, Op. 72 No. 1 ",Pyotr Tchaikovsky ,Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco," Piano Concerto No. 1 in B-flat minor, Op. 23  | Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco",2,2023
Valentin Malinin,Russia,Ludwig van Beethoven  ,"Piano Sonata No. 23 in F minor (‚ÄúAppassionata‚Äù), Op. 57 "," Ludwig van Beethoven  | Piano Sonata No. 23 in F minor (‚ÄúAppassionata‚Äù), Op. 57 ",Pyotr Tchaikovsky ," Allegro moderato / Allegretto / Tempo di valzer, lentissimo / Vivace  "," Allegro moderato / Allegretto / Tempo di valzer, lentissimo / Vivace  | Pyotr Tchaikovsky ",Pyotr Tchaikovsky ,"  Piano Concerto No. 1 in B-flat minor, Op. 23 (original version)  Allegro / Andante / Allegro moderato  ", Allegro / Andante / Allegro moderato  | Pyotr Tchaikovsky ,2,2023
Xianfei Liu,China, Pyotr Tchaikovsky  ,"Nocturne in F major, Op. 10 No. 1 "," Pyotr Tchaikovsky  | Nocturne in F major, Op. 10 No. 1 ", Maurice Ravel  ,Jeux d'eau , Maurice Ravel  | Jeux d'eau ,NaN,NaN,NaN,NaN,2023
Xianfei Liu,China, Frédéric Chopin  ,"Étude in A-flat major, Op. 10 No. 10 "," Frédéric Chopin  | Étude in A-flat major, Op. 10 No. 10 ", Frederic Mompou  ,Variations on a Theme by Chopin , Frederic Mompou  | Variations on a Theme by Chopin ,Edvard Grieg , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Edvard Grieg ,NaN,2023
Xianfei Liu,China,Joseph Haydn ," Piano Sonata in E-flat major, Hob.XVI:52  Allegro moderato / Adagio / Finale. Presto "," Piano Sonata in E-flat major, Hob.XVI:52  | Allegro moderato / Adagio / Finale. Presto ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Xianfei Liu,China, Sergei Rachmaninoff  ,"Étude-tableau in C minor, Op. 39 No. 1"," Sergei Rachmaninoff  | Étude-tableau in C minor, Op. 39 No. 1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Xianfei Liu,China,Joseph Haydn ," May (White Nights) from The Seasons, Op. 37-bis  "," May (White Nights) from The Seasons, Op. 37-bis  | Joseph Haydn ", Sergei Prokofiev  ,"Six pieces from 10 Pieces, Op. 12 (‚Ññ‚Ññ 1, 3, 6, 7, 9, 10)"," Sergei Prokofiev  | Six pieces from 10 Pieces, Op. 12 (‚Ññ‚Ññ 1, 3, 6, 7, 9, 10)",NaN,NaN,NaN,NaN,2023
Xianfei Liu,China, Franz Liszt  ,Étude No. 1 in G minor from Grandes études de Paganini , Franz Liszt  | Étude No. 1 in G minor from Grandes études de Paganini , Frédéric Chopin  ,"Ballade No. 2 in F major, Op. 38 "," Frédéric Chopin  | Ballade No. 2 in F major, Op. 38 ",Edvard Grieg ," Piano Concerto in A minor, Op. 16  Allegro molto moderato / Adagio / Allegro moderato molto e marcato"," Piano Concerto in A minor, Op. 16  | Allegro molto moderato / Adagio / Allegro moderato molto e marcato",NaN,2023
Xianfei Liu,China,Johann Sebastian Bach  ,"Prelude and Fugue in B-flat major, BWV 866, from The Well-Tempered Clavier, Book 1 ","   Johann Sebastian Bach  | Prelude and Fugue in B-flat major, BWV 866, from The Well-Tempered Clavier, Book 1 ",  Pyotr Tchaikovsky  ,"May (White Nights) from The Seasons, Op. 37-bis ","  Pyotr Tchaikovsky  | May (White Nights) from The Seasons, Op. 37-bis ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Xuanyi Mao,China,Johann Sebastian Bach  ,"Prelude and Fugue in C-sharp minor, BWV 849, from Well-Tempered Clavier, Part 1 ","   Johann Sebastian Bach  | Prelude and Fugue in C-sharp minor, BWV 849, from Well-Tempered Clavier, Part 1 ",  Carl Vine  ,Piano Sonata No. 1 ,  Carl Vine  | Piano Sonata No. 1 ,Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",4,2023
Xuanyi Mao,China,Franz Liszt ," Étude-tableau in E-flat minor, Op. 33 No. 6  "," Étude-tableau in E-flat minor, Op. 33 No. 6  | Franz Liszt ", Igor Stravinsky  ,Three movements from Pétrouchka , Igor Stravinsky  | Three movements from Pétrouchka ,NaN,NaN,NaN,4,2023
Xuanyi Mao,China,Franz Liszt , Transcendental Étude No. 10 in F minor, Transcendental Étude No. 10 in F minor,NaN,NaN, Danse russe / Chez Pétrouchka / La Semaine grasse,NaN,NaN,NaN,4,2023
Xuanyi Mao,China,Sergei Rachmaninoff ," Étude in A minor, Op. 10 No. 2  "," Étude in A minor, Op. 10 No. 2  | Sergei Rachmaninoff ", Wolfgang Amadeus Mozart  ,"12 Variations in B-flat major, KV 500 "," Wolfgang Amadeus Mozart  | 12 Variations in B-flat major, KV 500 ",NaN,NaN,NaN,4,2023
Xuanyi Mao,China,Frédéric Chopin ," Dumka, Op. 59  "," Dumka, Op. 59  | Frédéric Chopin ", Pyotr Tchaikovsky  ,"Nocturne, Op. 19, No. 4 "," Pyotr Tchaikovsky  | Nocturne, Op. 19, No. 4 ",NaN,NaN,NaN,4,2023
Xuanyi Mao,China,Pyotr Tchaikovsky , Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente – Fuga. Allegro ma non troppo  , Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente – Fuga. Allegro ma non troppo  | Pyotr Tchaikovsky ,Alexander Scriabin," Piano Sonata No. 2 in G-sharp minor (Sonata-Fantasy), Op. 19  Andante / Presto "," Piano Sonata No. 2 in G-sharp minor (Sonata-Fantasy), Op. 19  | Andante / Presto ",Pyotr Tchaikovsky ," Piano Concerto No. 1 in B-flat minor, Op. 23 (original version)  Allegro non troppo / Allegro appassionato / Andante / Allegretto grazioso"," Piano Concerto No. 2 in B-flat major, Op. 83  | Allegro non troppo / Allegro appassionato / Andante / Allegretto grazioso",4,2023
Xuanyi Mao,China,Ludwig van Beethoven  ,"Piano Sonata No. 31 in A-flat major, Op. 110 "," Ludwig van Beethoven  | Piano Sonata No. 31 in A-flat major, Op. 110 ",Alexander Scriabin , Half note = 48 / Leggiero e legato  , Half note = 48 / Leggiero e legato  | Alexander Scriabin ,Johannes Brahms , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Johannes Brahms ,4,2023
Yan Fang,China,Johann Sebastian Bach  ,"Prelude and Fugue in C-sharp minor, BWV 849, from Well-Tempered Clavier, Part 1 ","   Johann Sebastian Bach  | Prelude and Fugue in C-sharp minor, BWV 849, from Well-Tempered Clavier, Part 1 ",  Pyotr Tchaikovsky  ,"June (Barcarolle) and October (Autumn Song) from The Seasons, Op. 37-bis ","  Pyotr Tchaikovsky  | June (Barcarolle) and October (Autumn Song) from The Seasons, Op. 37-bis ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Yan Fang,China, Franz Liszt  ,Transcendental Étude No. 7 Eroica , Franz Liszt  | Transcendental Étude No. 7 Eroica ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Yan Fang,China, Frédéric Chopin  ,"Étude in C minor, Op. 10 No. 12 "," Frédéric Chopin  | Étude in C minor, Op. 10 No. 12 ",NaN,NaN, Allegro agitato / Non allegro – Lento / L'istesso tempo – Allegro molto,NaN,NaN,NaN,NaN,2023
Yan Fang,China,Ludwig van Beethoven  ,"Piano Sonata No. 31 in A-flat major, Op. 110 "," Ludwig van Beethoven  | Piano Sonata No. 31 in A-flat major, Op. 110 ", Johann Sebastian Bach – Ferruccio Busoni  ,Chaconne from Violin Partita in D minor , Johann Sebastian Bach – Ferruccio Busoni  | Chaconne from Violin Partita in D minor ,Maurice Ravel , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Maurice Ravel ,NaN,2023
Yan Fang,China, Pyotr Tchaikovsky  ,"Méditation from 18 Pieces, Op. 72 No. 5 "," Pyotr Tchaikovsky  | Méditation from 18 Pieces, Op. 72 No. 5 ", Sergei Rachmaninoff  ,"Piano Sonata No. 2 in B-flat minor, Op. 36 "," Sergei Rachmaninoff  | Piano Sonata No. 2 in B-flat minor, Op. 36 ",NaN,NaN,NaN,NaN,2023
Yan Fang,China,Ludwig van Beethoven,Fuga. Allegro ma non troppo  Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente \\–'   , Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente \\–'  | Fuga. Allegro ma non troppo , Alexander Scriabin  ,"Fantaisie in B minor, Op. 28 "," Alexander Scriabin  | Fantaisie in B minor, Op. 28 ",Maurice Ravel , Piano Concerto No. 1 in G major  Allegramente / Adagio assai / Presto, Piano Concerto No. 1 in G major  | Allegramente / Adagio assai / Presto,NaN,2023
Yan Fang,China, Sergei Rachmaninoff  ,"Étude-tableau in E-flat minor, Op. 33 No. 6"," Sergei Rachmaninoff  | Étude-tableau in E-flat minor, Op. 33 No. 6",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Yelaman Yernur,Kazakhstan,Franz Liszt ," Berceuse, Op. 72 No. 2  "," Berceuse, Op. 72 No. 2  | Franz Liszt ", Pyotr Tchaikovsky  ,"Dumka, Op. 59"," Pyotr Tchaikovsky  | Dumka, Op. 59",NaN,NaN,NaN,NaN,2023
Yelaman Yernur,Kazakhstan,Pyotr Tchaikovsky , Étude d'exécution transcendante No. 10 in F minor  , Étude d'exécution transcendante No. 10 in F minor  | Pyotr Tchaikovsky ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Yelaman Yernur,Kazakhstan,Pyotr Tchaikovsky ," Etude in A minor, Op. 25 No. 4  "," Etude in A minor, Op. 25 No. 4  | Pyotr Tchaikovsky ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Yelaman Yernur,Kazakhstan,Frédéric Chopin ," Chant élégiaque (No. 14) and Un poco di Chopin (No. 15) from 18 Pieces, Op. 72  "," Chant élégiaque (No. 14) and Un poco di Chopin (No. 15) from 18 Pieces, Op. 72  | Frédéric Chopin ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Yelaman Yernur,Kazakhstan,Sergei Rachmaninoff ," Scène dansante: Invitation au trépak, Op. 72 No. 18  "," Scène dansante: Invitation au trépak, Op. 72 No. 18  | Sergei Rachmaninoff ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Yelaman Yernur,Kazakhstan,Sergei Rachmaninoff ," Étude-tableau in D major, Op. 39 No. 9"," Étude-tableau in D major, Op. 39 No. 9",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Yelaman Yernur,Kazakhstan,Pyotr Tchaikovsky , Allegro / Menuetto / Adagio / Molto allegro  , Allegro / Menuetto / Adagio / Molto allegro  | Pyotr Tchaikovsky ,Johannes Brahms ," Piano Sonata in F minor, Op.5  Allegro / Intermezzo. Allegro/ Largo / Finale. Allegro risoluto "," Piano Sonata in F minor, Op.5  | Allegro / Intermezzo. Allegro/ Largo / Finale. Allegro risoluto ",Pyotr Tchaikovsky ," Piano Concerto No. 2 in G major, Op. 44 (composer's version)  Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco"," Piano Concerto No. 2 in G major, Op. 44  | Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco",NaN,2023
Yelaman Yernur,Kazakhstan,Joseph Haydn  ,"Piano Sonat–∞ (Partita) in G major, Hob.XVI:6 "," Joseph Haydn  | Piano Sonat–∞ (Partita) in G major, Hob.XVI:6 ",Nikolay Medtner , Reflets dans l'eau / Hommage à Rameau / MouvementÉtude No. 5 Pour les octaves from Études  , Reflets dans l'eau / Hommage à Rameau / MouvementÉtude No. 5 Pour les octaves from Études  | Nikolay Medtner ,Pyotr Tchaikovsky , Allegro brioso / Andante assai / Allegro scherzando  , Allegro brioso / Andante assai / Allegro scherzando  | Pyotr Tchaikovsky ,NaN,2023
Yelaman Yernur,Kazakhstan,Johann Sebastian Bach  ,"Prelude and Fugue in B-flat minor, BWV 867, from The Well-Tempered Clavier, Book 1 ","   Johann Sebastian Bach  | Prelude and Fugue in B-flat minor, BWV 867, from The Well-Tempered Clavier, Book 1 ",  Claude Debussy  ,Prélude No. 8 La fille aux cheveux de linImages (Book 1) ,  Claude Debussy  | Prélude No. 8 La fille aux cheveux de linImages (Book 1) ,Sergei Prokofiev  ,"Piano Concerto No. 1 in D-flat major, Op. 10 ","Sergei Prokofiev  | Piano Concerto No. 1 in D-flat major, Op. 10 ",NaN,2023
Zijing Zeng,China,Sergei Rachmaninoff ," October (Autumn Song) from The Seasons, Op. 37-bis  "," October (Autumn Song) from The Seasons, Op. 37-bis  | Sergei Rachmaninoff ",NaN,NaN, Après une lecture du Dante. Fantasia quasi Sonata from Années de pèlerinage II,NaN,NaN,NaN,NaN,2023
Zijing Zeng,China,Frédéric Chopin ," Étude-tableau in E-flat minor, Op. 33 No. 6  "," Étude-tableau in E-flat minor, Op. 33 No. 6  | Frédéric Chopin ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Zijing Zeng,China,Franz Liszt ," Étude in C minor, Op. 10 No. 12  "," Étude in C minor, Op. 10 No. 12  | Franz Liszt ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Zijing Zeng,China,Franz Liszt , Étude d'exécution transcendante No. 10 in F minor, Étude d'exécution transcendante No. 10 in F minor,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Zijing Zeng,China,Ludwig van Beethoven  ,"Piano Sonata No. 30 in E major, Op. 109 "," Ludwig van Beethoven  | Piano Sonata No. 30 in E major, Op. 109 ",  Sergei Rachmaninoff  ,"Six Moments musicaux, Op. 16 ","  Sergei Rachmaninoff  | Six Moments musicaux, Op. 16 ",Ludwig van Beethoven  ,"Piano Concerto No. 1 in C major, Op. 15 ","Ludwig van Beethoven  | Piano Concerto No. 1 in C major, Op. 15 ",NaN,2023
Zijing Zeng,China,Johann Sebastian Bach ," Vivace ma non troppo, sempre legato – Adagio espressivo / Prestissimo / Gesangvoll, mit innigster Empfindung. Andante molto cantabile ed espressivo  "," Vivace ma non troppo, sempre legato – Adagio espressivo / Prestissimo / Gesangvoll, mit innigster Empfindung. Andante molto cantabile ed espressivo  | Johann Sebastian Bach ",Pyotr Tchaikovsky , Andantino / Allegretto / Andante cantabile / Presto / Adagio sostenuto / Maestoso  , Andantino / Allegretto / Andante cantabile / Presto / Adagio sostenuto / Maestoso  | Pyotr Tchaikovsky ,Pyotr Tchaikovsky , Allegro con brio / Largo / Rondo. Allegro  , Allegro con brio / Largo / Rondo. Allegro  | Pyotr Tchaikovsky ,NaN,2023
Zijing Zeng,China,Pyotr Tchaikovsky ," Prelude and Fugue in D major, BWV 874, from The Well-Tempered Clavier, Book 2  "," Prelude and Fugue in D major, BWV 874, from The Well-Tempered Clavier, Book 2  | Pyotr Tchaikovsky ",Franz Liszt ," Chant élégiaque, Op. 72 No. 14  "," Chant élégiaque, Op. 72 No. 14  | Franz Liszt ",Pyotr Tchaikovsky ," Piano Concerto No. 2 in G major, Op. 44 (composer's version)  Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco"," Piano Concerto No. 2 in G major, Op. 44 (composer's version)  | Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco",NaN,2023
