"Competitor Name","Country","Age","Stage","Composer","Associated Piece"
"Nikita Mndoyants","Russia","24","Preliminary Recital 1","Beethoven","Sonata No. 32 in C Minor, Op. 111"
"Nikita Mndoyants","Russia","24","Preliminary Recital 1","Chopin","Polonaise-fantaisie in A-flat Major, Op. 61"
"Nikita Mndoyants","Russia","24","Preliminary Recital 1","Prokofiev","Scherzo, Op.12, No.10"
"Nikita Mndoyants","Russia","24","Preliminary Recital 2","Bach","Toccata in F-sharp Minor, BWV 910"
"Nikita Mndoyants","Russia","24","Preliminary Recital 2","Haydn","Sonata in G Major, Hob. XVI:6"
"Nikita Mndoyants","Russia","24","Preliminary Recital 2","Taneyev","Prelude and Fugue in G-sharp Minor, Op.29"
"Nikita Mndoyants","Russia","24","Preliminary Recital 2","Babajanian","Six Pictures"
"Nikita Mndoyants","Russia","24","Semifinal Recital","Scarlatti","Sonata in G Minor, K.476; Sonata in B Minor, K.87; Sonata in G Major, K.125"
"Nikita Mndoyants","Russia","24","Semifinal Recital","Theofanidis","Birichino"
"Nikita Mndoyants","Russia","24","Semifinal Recital","Debussy","From Preludes, Books I and II:La cathédrale engloutie,La puerta del vino,Feux d’artifice"
"Nikita Mndoyants","Russia","24","Semifinal Recital","Mussorgsky","Pictures at an Exhibition"
"Nikita Mndoyants","Russia","24","Semifinal Chamber","Brahms","Piano Quintet in F Minor, Op.34"
"Nikita Mndoyants","Russia","24","Final Concerti","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Nikita Mndoyants","Russia","24","Final Concerti","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Oleksandr Polykov","Ukraine","25","Preliminary Recital 1","Liszt","Hungarian Rhapsody No. 9"
"Oleksandr Polykov","Ukraine","25","Preliminary Recital 1","Mussorgsky","Pictures at an Exhibition"
"Oleksandr Polykov","Ukraine","25","Preliminary Recital 2","Wagner-Liszt","Isoldens Liebestod"
"Oleksandr Polykov","Ukraine","25","Preliminary Recital 2","Brahms","Sonata No. 3 in F Minor, Op.5"
"Oleksandr Polykov","Ukraine","25","Semifinal Recital","Theofanidis","Birichino"
"Oleksandr Polykov","Ukraine","25","Semifinal Recital","Beethoven","Variations and Fugue in E-flat Major, Op.35 (“Eroica”)"
"Oleksandr Polykov","Ukraine","25","Semifinal Recital","Prokofiev","Sonata No.6 in A Major, Op.82"
"Oleksandr Polykov","Ukraine","25","Semifinal Chamber","Brahms","Piano Quintet in F Minor, Op.34"
"Oleksandr Polykov","Ukraine","25","Final Concerti","Beethoven","Piano Concerto No.5 in E-flat Major, Op.73"
"Oleksandr Polykov","Ukraine","25","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Beatrice Rana","Italy","20","Preliminary Recital 1","Clementi","Sonata in B Minor, Op.40, No.2"
"Beatrice Rana","Italy","20","Preliminary Recital 1","Schumann","Études en forme de variations, Op.13"
"Beatrice Rana","Italy","20","Preliminary Recital 2","Schumann","Variations on the Name ""Abegg,"" Op.1"
"Beatrice Rana","Italy","20","Preliminary Recital 2","Ravel","Gaspard de la nuit"
"Beatrice Rana","Italy","20","Preliminary Recital 2","Bartók","Out of Doors"
"Beatrice Rana","Italy","20","Semifinal Recital","Scriabin","Sonata No.2 in G-sharp Minor, Op.19 (""Sonata-Fantasy"")"
"Beatrice Rana","Italy","20","Semifinal Recital","Theofanidis","Birichino"
"Beatrice Rana","Italy","20","Semifinal Recital","Chopin","Twenty-four Preludes, Op.28"
"Beatrice Rana","Italy","20","Semifinal Chamber","Schumann","Piano Quintet in E-flat Major, Op.44"
"Beatrice Rana","Italy","20","Final Concerti","Beethoven","Piano Concerto No.3 in C Minor, Op.37"
"Beatrice Rana","Italy","20","Final Concerti","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Tomoki Sakata","Japan","19","Preliminary Recital 1","Beethoven","Sonata No. 22 in F Major, Op.54"
"Tomoki Sakata","Japan","19","Preliminary Recital 1","Liszt","Après une lecture de Dante (Fantasia quasi sonata);La campanella(from Études d’exécution transcendantes d’après Paganini)"
"Tomoki Sakata","Japan","19","Preliminary Recital 1","Scriabin","Sonata No.5, Op.53"
"Tomoki Sakata","Japan","19","Preliminary Recital 2","Mozart","Variations on a Minuet by Duport, K.573"
"Tomoki Sakata","Japan","19","Preliminary Recital 2","Albéniz","Iberia, Book II"
"Tomoki Sakata","Japan","19","Preliminary Recital 2","Tchaikovsky-Pabst","Concert Paraphrase onEugene Onegin"
"Tomoki Sakata","Japan","19","Semifinal Recital","Theofanidis","Birichino"
"Tomoki Sakata","Japan","19","Semifinal Recital","Debussy","Études, Book I"
"Tomoki Sakata","Japan","19","Semifinal Recital","Verdi-Liszt","Danza sacra e duetto finale di “Aida”"
"Tomoki Sakata","Japan","19","Semifinal Recital","Rachmaninov","Sonata No.2 in B-flat Minor, Op.36 (1931)"
"Tomoki Sakata","Japan","19","Semifinal Chamber","Schumann","Piano Quintet in E-flat Major, Op.44"
"Tomoki Sakata","Japan","19","Final Concerti","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Tomoki Sakata","Japan","19","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Scipione Sangiovanni","Italy","25","Preliminary Recital 1","Bach","Partita No. 6 in E Minor, BWV 830"
"Scipione Sangiovanni","Italy","25","Preliminary Recital 1","Busoni","Indianisches Tagebuch"
"Scipione Sangiovanni","Italy","25","Preliminary Recital 1","Bach-Busoni","Komm, Gott, Schöpfer!;Nun komm, der Heiden Heiland;Nun freut euch, lieben Christen"
"Scipione Sangiovanni","Italy","25","Preliminary Recital 2","Beethoven","Sonata No.3 in C Major, Op.2, No.3"
"Scipione Sangiovanni","Italy","25","Preliminary Recital 2","Franck","Prelude, Chorale and Fugue"
"Scipione Sangiovanni","Italy","25","Semifinal Recital","Handel","Suite in D Minor, HWV 437"
"Scipione Sangiovanni","Italy","25","Semifinal Recital","Schumann","Fantasy in C Major, Op.17"
"Scipione Sangiovanni","Italy","25","Semifinal Recital","Theofanidis","Birichino"
"Scipione Sangiovanni","Italy","25","Semifinal Recital","Mendelssohn-Rachmaninov","Scherzo fromA Midsummer Night’s Dream"
"Scipione Sangiovanni","Italy","25","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op.81"
"Scipione Sangiovanni","Italy","25","Final Concerti","Beethoven","Piano Concerto No.1 in C Major, Op.15"
"Scipione Sangiovanni","Italy","25","Final Concerti","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Yekwon Sunwoo","South Korea","24","Preliminary Recital 1","Grűnfeld","Soirée de Vienne, concert paraphrase on Strauss’ waltzes, Op.56"
"Yekwon Sunwoo","South Korea","24","Preliminary Recital 1","Beethoven","Sonata No.13 in E-flat Major, Op.27, No.1 (“Quasi una fantasia”)"
"Yekwon Sunwoo","South Korea","24","Preliminary Recital 1","Schubert","Fantasy in C Major, D.760, Op.15 (“Der Wanderer”)"
"Yekwon Sunwoo","South Korea","24","Preliminary Recital 2","Scarlatti","Sonata in D Minor, K.213"
"Yekwon Sunwoo","South Korea","24","Preliminary Recital 2","Schumann","Faschingsschwank aus Wien, Op.26"
"Yekwon Sunwoo","South Korea","24","Preliminary Recital 2","Kirchner","Interlude II"
"Yekwon Sunwoo","South Korea","24","Preliminary Recital 2","Ravel","La valse"
"Yekwon Sunwoo","South Korea","24","Semifinal Recital","Haydn","Sonata in C Major, Hob XVI:48"
"Yekwon Sunwoo","South Korea","24","Semifinal Recital","Theofanidis","Birichino"
"Yekwon Sunwoo","South Korea","24","Semifinal Recital","Schumann","Fantasy in C Major, Op.17"
"Yekwon Sunwoo","South Korea","24","Semifinal Recital","Smetana","Czech Dance No.7:Hulan (The Lancer)"
"Yekwon Sunwoo","South Korea","24","Semifinal Recital","Balakirev","Islamey"
"Yekwon Sunwoo","South Korea","24","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op.81"
"Yekwon Sunwoo","South Korea","24","Final Concerti","Beethoven","Piano Concerto No.5 in E-flat Major, Op.73"
"Yekwon Sunwoo","South Korea","24","Final Concerti","Rachmaninov","Piano Concerto No.3 in D Minor, Op.30"
"Alessandro Taverna","Italy","29","Preliminary Recital 1","Beethoven","Variations and Fugue in E-flat Major, Op.35 (“Eroica”)"
"Alessandro Taverna","Italy","29","Preliminary Recital 1","Busoni","Elegy No.4:Turandots Frauengemach"
"Alessandro Taverna","Italy","29","Preliminary Recital 1","Stravinsky","Trois mouvements de Pétrouchka"
"Alessandro Taverna","Italy","29","Preliminary Recital 2","Mendelssohn","Sonata No.3 in B-flat Major, Op.106"
"Alessandro Taverna","Italy","29","Preliminary Recital 2","Medtner","Sonata in F Minor, Op.53, No.2 (“Sonata minacciosa”)"
"Alessandro Taverna","Italy","29","Preliminary Recital 2","Ligeti","Étude No.13:L’escalier du diable"
"Alessandro Taverna","Italy","29","Preliminary Recital 2","Messiaen","Regard de l’esprit de joie(fromVingt regards sur l’Enfant-Jésus)"
"Alessandro Taverna","Italy","29","Semifinal Recital","Scriabin","Sonata No.10, Op.70"
"Alessandro Taverna","Italy","29","Semifinal Recital","Schumann","Fantasy in C Major, Op.17"
"Alessandro Taverna","Italy","29","Semifinal Recital","Theofanidis","Birichino"
"Alessandro Taverna","Italy","29","Semifinal Recital","Kapustin","Variations, Op.41"
"Alessandro Taverna","Italy","29","Semifinal Chamber","Brahms","Piano Quintet in F Minor, Op.34"
"Alessandro Taverna","Italy","29","Final Concerti","Beethoven","Piano Concerto No.4 in G Major, Op.58"
"Alessandro Taverna","Italy","29","Final Concerti","Rachmaninov","Piano Concerto No.3 in D Minor, Op.30"
"Jie Yuan","China","27","Preliminary Recital 1","Schumann","Variations on the Name ""Abegg,"" Op.1"
"Jie Yuan","China","27","Preliminary Recital 1","Haydn","Sonata in C Major, Hob. XVI:50"
"Jie Yuan","China","27","Preliminary Recital 1","Stravinsky","Trois mouvements de Pétrouchka"
"Jie Yuan","China","27","Preliminary Recital 2","Ligeti","Musica ricercataNos.3, 6, and 10"
"Jie Yuan","China","27","Preliminary Recital 2","Chopin","Twenty-four Preludes, Op.28"
"Jie Yuan","China","27","Semifinal Recital","Theofanidis","Birichino"
"Jie Yuan","China","27","Semifinal Recital","Schubert","Four Impromptus, D.935, Op.142"
"Jie Yuan","China","27","Semifinal Recital","Liszt","Spanish Rhapsody"
"Jie Yuan","China","27","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op.81"
"Jie Yuan","China","27","Final Concerti","Beethoven","Piano Concerto No.3 in C Minor, Op.37"
"Jie Yuan","China","27","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Eric Zuber","United States","28","Preliminary Recital 1","Mozart","Rondo in A Minor, K.511"
"Eric Zuber","United States","28","Preliminary Recital 1","Chopin","Twelve Études, Op.10"
"Eric Zuber","United States","28","Preliminary Recital 2","Beethoven","Sonata No.32 in C Minor, Op.111"
"Eric Zuber","United States","28","Preliminary Recital 2","Rachmaninov","Prelude in B Minor, Op.32, No.10; Prelude in G-sharp Minor, Op.32, No.12; Prelude in G Major, Op.32, No.5; Prelude in B-flat Major, Op.23, No.2"
"Eric Zuber","United States","28","Semifinal Recital","Schumann","Kinderszenen, Op.15"
"Eric Zuber","United States","28","Semifinal Recital","Theofanidis","Birichino"
"Eric Zuber","United States","28","Semifinal Recital","Liszt","Sonata in B Minor"
"Eric Zuber","United States","28","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op.81"
"Eric Zuber","United States","28","Final Concerti","Beethoven","Piano Concerto No.5 in E-flat Major, Op.73"
"Eric Zuber","United States","28","Final Concerti","Rachmaninov","Piano Concerto No.3 in D Minor, Op.30"
"Ang Li","Canada","20","Preliminary","Haydn","Sonata in C major, Hob. XVI:50"
"Ang Li","Canada","20","Preliminary","Debussy","Preludes, Book II: Brouillards"
"Ang Li","Canada","20","Preliminary","Debussy","Preludes, Book II: General Lavine – Eccentric"
"Ang Li","Canada","20","Preliminary","Debussy","Preludes, Book II: Feux d'artifice"
"Ang Li","Canada","20","Preliminary","Granados","Spanish Dances, Op. 5: Oriental"
"Ang Li","Canada","20","Preliminary","Granados","Spanish Dances, Op. 5: Andaluza"
"Ang Li","Canada","20","Preliminary","Granados","Spanish Dances, Op. 5: Arabesca"
"Ang Li","Canada","20","Preliminary","Liszt","Hungarian Rhapsody No. 12"
"Ang Li","Canada","20","Semifinal","Daniel Kellogg","Scarlet Thread"
"Ang Li","Canada","20","Semifinal","Schumann","Fantasia in C major, Op. 17"
"Ang Li","Canada","20","Semifinal","Ravel","Miroirs: Oiseaux tristes"
"Ang Li","Canada","20","Semifinal","Ravel","Miroirs: Alborada del gracioso"
"Ang Li","Canada","20","Semifinal","Bowen","Toccata, Op. 155"
"Ang Li","Canada","20","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Ang Li","Canada","20","Final Recital","Clementi","Sonata in F-sharp minor, Op.26, No.2"
"Ang Li","Canada","20","Final Recital","Brahms","Sonata No.3 in F minor, Op.5"
"Ang Li","Canada","20","Final Concert","Beethoven","Piano Concerto No.2 in B-flat major, Op.19"
"Ang Li","Canada","20","Final Concert","Brahms","Piano Concerto No.1 in D minor, Op.15"
"Yutong Sun","China","26","Preliminary Round","Handel","Chaconne in G Major, HWV 435"
"Yutong Sun","China","26","Preliminary Round","Hough","Fanfare Toccata"
"Yutong Sun","China","26","Preliminary Round","Ligeti","Etude No. 13 ""L'escalier du diable"""
"Yutong Sun","China","26","Preliminary Round","Beethoven","Sonata No. 31 in A-flat Major, op. 110"
"Yutong Sun","China","26","Quarterfinal Round","Vine","Five Bagatelles"
"Yutong Sun","China","26","Quarterfinal Round","Chopin","Fantasy in F Minor, op. 49"
"Yutong Sun","China","26","Quarterfinal Round","Bach–Busoni","Chaconne in D Minor, BWV 1004"
"Yutong Sun","China","26","Semifinal Round","Albéniz","""Corpus Christi en Sevilla"" from Iberia, Book I"
"Yutong Sun","China","26","Semifinal Round","Chopin","Polonaise in F-sharp Minor, op. 44"
"Yutong Sun","China","26","Semifinal Round","Lyatoshynsky","Prelude, op. 44, no. 4; Prelude, op. 38, no. 3"
"Yutong Sun","China","26","Semifinal Round","Prokofiev","Sonata No. 8 in B-flat Major, op. 84"
"Yutong Sun","China","26","Semifinal Round","Mozart","Piano Concerto No. 20 in D Minor, K. 466"
"Yutong Sun","China","26","Final Round","Beethoven","Piano Concerto No. 5 in E-flat Major, op. 73"
"Yutong Sun","China","26","Final Round","Prokofiev","Piano Concerto No. 3 in C Major, op. 26"
"Raymond Herbert","United States","25","Preliminary Round","Chopin","Fantasy, Opus 49, F minor"
"Raymond Herbert","United States","25","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Raymond Herbert","United States","25","Preliminary Round","Beethoven","Sonata, Opus 109"
"Raymond Herbert","United States","25","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 32, No. 1"
"Raymond Herbert","United States","25","Preliminary Round","Scriabin","Etude, Opus 42, No. 1"
"Raymond Herbert","United States","25","Preliminary Round","Albéniz","Evocation fromIberia"
"Raymond Herbert","United States","25","Preliminary Round","Aaron Copland","Sonata (1941)"
"Raymond Herbert","United States","25","Preliminary Round","Willard Straight","Structure for Piano"
"Raymond Herbert","United States","25","Semifinal Round","Schumann","Quintette"
"Raymond Herbert","United States","25","Semifinal Round","Scarlatti","Sonatas — Longo 413; Longo 486"
"Raymond Herbert","United States","25","Semifinal Round","Barber","Nocturne"
"Raymond Herbert","United States","25","Semifinal Round","Schumann","Fantasy, Opus 17, C Major"
"Raymond Herbert","United States","25","Final Round","Prokofiev","Concerto No.2, First Movement"
"Raymond Herbert","United States","25","Final Round","Schumann","Concerto in A minor, Third Movement"
"Raymond Herbert","United States","25","Final Round","Beethoven","Concerto No.5"
"Linda Greer","United States","27","Preliminary Round","Chopin","Ballade, Opus 52, No. 4"
"Linda Greer","United States","27","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Linda Greer","United States","27","Preliminary Round","Beethoven","Sonata, Opus 110"
"Linda Greer","United States","27","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 27, No. 2"
"Linda Greer","United States","27","Preliminary Round","Liszt-Paganini","Etude in E-flat"
"Linda Greer","United States","27","Preliminary Round","Albéniz","Triana fromIberia"
"Linda Greer","United States","27","Preliminary Round","Aaron Copland","Sonata (1941)"
"Linda Greer","United States","27","Preliminary Round","Willard Straight","Structure for Piano"
"Linda Greer","United States","27","Semifinal Round","Schumann","Quintette"
"Linda Greer","United States","27","Semifinal Round","Scarlatti","Sonatas — Longo 119; Longo 286"
"Linda Greer","United States","27","Semifinal Round","Vincent Persichetti","Poems for Piano, Book II: Sleep, Weary Mind; Make Me Drunken with Deep Red Torrents of Joy; Dust in Sunlight and Memory in Corners"
"Linda Greer","United States","27","Semifinal Round","Brahms","Handel Variations"
"Linda Greer","United States","27","Final Round","Prokofiev","Concerto No.2, First Movement"
"Linda Greer","United States","27","Final Round","Schumann","Concerto in A minor, Third Movement"
"Linda Greer","United States","27","Final Round","Beethoven","Concerto No.1"
"Uladzislau Khandohi","Belarus","20","Preliminary Round","Hough","Fanfare Toccata"
"Uladzislau Khandohi","Belarus","20","Preliminary Round","Schumann","Symphonic Etudes, op. 13"
"Uladzislau Khandohi","Belarus","20","Preliminary Round","Scriabin","Mazurka in E Minor, op. 25, no. 3"
"Uladzislau Khandohi","Belarus","20","Preliminary Round","Prokofiev","Four Etudes, op. 2"
"Uladzislau Khandohi","Belarus","20","Quarterfinal Round","Bach","Chromatic Fantasia and Fugue in D Minor, BWV 903"
"Uladzislau Khandohi","Belarus","20","Quarterfinal Round","Prokofiev","Sonata No. 6 in A Major, op. 82"
"Uladzislau Khandohi","Belarus","20","Semifinal Round","Ravel","Gaspard de la nuit"
"Uladzislau Khandohi","Belarus","20","Semifinal Round","Rachmaninov","Études-tableaux, op. 39, nos. 2, 3, 4"
"Uladzislau Khandohi","Belarus","20","Semifinal Round","Rachmaninov","Variations on a Theme of Corelli, op. 42"
"Uladzislau Khandohi","Belarus","20","Semifinal Round","Mozart","Piano Concerto No. 9 in E-flat Major, K. 271"
"Uladzislau Khandohi","Belarus","20","Final Round","Chopin","Piano Concerto No. 1 in E Minor, op. 11"
"Uladzislau Khandohi","Belarus","20","Final Round","Rachmaninov","Piano Concerto No. 2 in C Minor, op. 18"
"Jonathan Mak","Canada","25","Preliminary Round","Haydn","Sonata in A-flat Major, Hob. XVI:46"
"Jonathan Mak","Canada","25","Preliminary Round","Hough","Fanfare Toccata"
"Jonathan Mak","Canada","25","Preliminary Round","Rachmaninov","Variations on a Theme of Corelli, op. 42"
"Jonathan Mak","Canada","25","Quarterfinal Round","Beethoven","Sonata No. 18 in E-flat Major, op. 31, no. 3"
"Jonathan Mak","Canada","25","Quarterfinal Round","Ravel","Gaspard de la nuit"
"Jonathan Mak","Canada","25","Semifinal Round","Schumann","Humoreske in B-flat Major, op. 20"
"Jonathan Mak","Canada","25","Semifinal Round","Prokofiev","Sonata No. 8 in B-flat Major, op. 84"
"Jonathan Mak","Canada","25","Semifinal Round","Mozart","Piano Concerto No. 23 in A Major, K.488"
"Jonathan Mak","Canada","25","Final Round","Beethoven","Piano Concerto No.3 in C Minor, op.37"
"Jonathan Mak","Canada","25","Final Round","Brahms","Piano Concerto No.1 in D Minor, op.15"
"Denis Linnik","Belarus","26","Preliminary Round","Rameau","""L'Entretien des Muses,"" ""Les tourbillons,"" and ""La joyeuse"" from Suite in D Major, RCT 3"
"Denis Linnik","Belarus","26","Preliminary Round","Karamanov","Variations for Piano"
"Denis Linnik","Belarus","26","Preliminary Round","Hough","Fanfare Toccata"
"Denis Linnik","Belarus","26","Preliminary Round","Rachmaninov","Sonata No. 2 in B-flat Minor, op. 36 (1931)"
"Denis Linnik","Belarus","26","Quarterfinal Round","Schumann","Symphonic Etudes, op. 13"
"Denis Linnik","Belarus","26","Quarterfinal Round","Scriabin","Sonata No. 5, op. 53"
"Denis Linnik","Belarus","26","Quarterfinal Round","Ligeti","Etude No. 13 ""L'escalier du diable"""
"Denis Linnik","Belarus","26","Semifinal Round","Beethoven","Sonata No. 30 in E Major, op. 109"
"Denis Linnik","Belarus","26","Semifinal Round","Medtner","Sonata in E Minor, op. 25, no. 2 ""Night Wind"""
"Denis Linnik","Belarus","26","Semifinal Round","Brahms","Intermezzo in A Major, op. 118, no. 2"
"Denis Linnik","Belarus","26","Semifinal Round","Mozart","Piano Concerto No. 27 in B-flat Major, K. 595"
"Denis Linnik","Belarus","26","Final Round","Chopin","Piano Concerto No. 2 in F Minor, op. 21"
"Denis Linnik","Belarus","26","Final Round","Prokofiev","Piano Concerto No. 2 in G Minor, op. 16"
"Albert Cano Smit","Spain/Netherlands","25","Preliminary Round","Bach","Contrapunctus I, IV, II, XIIIb, XIIIa, V, IX from The Art of Fugue, BWV 1080"
"Albert Cano Smit","Spain/Netherlands","25","Preliminary Round","Albéniz","""Evocación"" and ""El Puerto"" from Iberia, Book I"
"Albert Cano Smit","Spain/Netherlands","25","Preliminary Round","Hough","Fanfare Toccata"
"Albert Cano Smit","Spain/Netherlands","25","Quarterfinal Round","Beethoven","Sonata No. 17 in D Minor, op. 31, no. 2 (""The Tempest"")"
"Albert Cano Smit","Spain/Netherlands","25","Quarterfinal Round","Scriabin","Poem in F-sharp Major, op. 32, no. 1; Etude in C-sharp Minor, op. 2, no. 1"
"Albert Cano Smit","Spain/Netherlands","25","Quarterfinal Round","Ligeti","Etude No. 15 ""White on White""; Etude No. 13 ""L'escalier du diable"""
"Albert Cano Smit","Spain/Netherlands","25","Semifinal Round","Bach","English Suite No. 1 in A Major, BWV 806"
"Albert Cano Smit","Spain/Netherlands","25","Semifinal Round","Schumann","Kreisleriana, op. 16"
"Albert Cano Smit","Spain/Netherlands","25","Semifinal Round","Ginastera","Danzas Argentinas, op. 2"
"Albert Cano Smit","Spain/Netherlands","25","Semifinal Round","Mozart","Piano Concerto No. 24 in C Minor, K. 491"
"Albert Cano Smit","Spain/Netherlands","25","Final Round","Beethoven","Piano Concerto No. 4 in G Major, op. 58"
"Albert Cano Smit","Spain/Netherlands","25","Final Round","Brahms","Piano Concerto No. 1 in D Minor, op. 15"
"Sergey Tanin","Russia","26","Preliminary Round","CPE Bach","Sonata in F-sharp Minor, H. 37"
"Sergey Tanin","Russia","26","Preliminary Round","Hough","Fanfare Toccata"
"Sergey Tanin","Russia","26","Preliminary Round","Liszt","""Sposalizio"" and ""Les jeux d’eaux à la Villa d’Este"" from Années de pèlerinage"
"Sergey Tanin","Russia","26","Preliminary Round","Messiaen","""Regard de l'Esprit de joie"" from Vingt Regards sur l'enfant-Jésus"
"Sergey Tanin","Russia","26","Quarterfinal Round","Mozart","Fantasia in C Minor, K. 396"
"Sergey Tanin","Russia","26","Quarterfinal Round","Brahms","Sonata No. 1 in C Major, op. 1"
"Sergey Tanin","Russia","26","Semifinal Round","Schubert","Sonata in C Minor, D. 958"
"Sergey Tanin","Russia","26","Semifinal Round","Schubert–Liszt","""Sei mir gegrüsst"""
"Sergey Tanin","Russia","26","Semifinal Round","Prokofiev","Ten Pieces, op. 12"
"Sergey Tanin","Russia","26","Semifinal Round","Mozart","Piano Concerto No. 20 in D Minor, K. 466"
"Sergey Tanin","Russia","26","Final Round","Beethoven","Piano Concerto No. 4 in G Major, op. 58"
"Sergey Tanin","Russia","26","Final Round","Prokofiev","Piano Concerto No. 3 in C Major, op. 26"
"Name","Country","Age","Stage","Composer","Piece"
"Ning An","United States","28","Preliminary Round","Haydn","Sonata in C Major, Hob. XVI:50"
"Ning An","United States","28","Preliminary Round","Rachmaninoff","Variations on a Theme of Corelli, Op. 42"
"Ning An","United States","28","Preliminary Round","Debussy","Preludes, Book II: La terrasse des audiences du clair de lune; Ondine"
"Ning An","United States","28","Preliminary Round","Verdi-Liszt","Paraphrase on Rigoletto"
"Ning An","United States","28","Semifinal Recital","Berg","Sonata, Op. 1"
"Ning An","United States","28","Semifinal Recital","Mendelssohn","Variations sérieuses, Op. 54"
"Ning An","United States","28","Semifinal Recital","Sebastian Currier","Scarlatti Cadences & Brainstorm"
"Ning An","United States","28","Semifinal Recital","Chopin","Sonata No. 3 in B Minor, Op. 58"
"Ning An","United States","28","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op. 81"
"Ning An","United States","28","Final Recital","Beethoven","Rondo in G Major, Op. 51, No. 2"
"Ning An","United States","28","Final Recital","Schoenberg","Six Little Piano Pieces, Op. 19"
"Ning An","United States","28","Final Recital","Liszt","Sonata in B Minor"
"Ning An","United States","28","Final Concert","Beethoven","Piano Concerto No. 1 in C Major, Op. 15"
"Ning An","United States","28","Final Concert","Rachmaninoff","Piano Concerto No. 2 in C Minor, Op. 18"
"Giuseppe Andaloro","Italy","23","Preliminary Recital","Haydn","Sonata in A-flat Major, Hob. XVI:46"
"Giuseppe Andaloro","Italy","23","Preliminary Recital","Liszt","Transcendental Etude No. 11: Harmonies du soir"
"Giuseppe Andaloro","Italy","23","Preliminary Recital","Berg","Sonata, Op. 1"
"Giuseppe Andaloro","Italy","23","Preliminary Recital","Ligeti","Étude, Book I, No. 1: Désordre"
"Giuseppe Andaloro","Italy","23","Preliminary Recital","Ligeti","Étude, Book I, No. 2: Cordes à vide"
"Giuseppe Andaloro","Italy","23","Preliminary Recital","Ligeti","Étude, Book I, No. 5: Arc-en-ciel"
"Giuseppe Andaloro","Italy","23","Semifinal Recital","Handel","Suite No. 2 in F Major"
"Giuseppe Andaloro","Italy","23","Semifinal Recital","Franck","Prelude, Chorale, and Fugue"
"Giuseppe Andaloro","Italy","23","Semifinal Recital","Liszt","Grosses Konzertsolo"
"Giuseppe Andaloro","Italy","23","Semifinal Recital","Ruth Schonthal","Sonata quasi un'improvvisazione"
"Giuseppe Andaloro","Italy","23","Semifinal Chamber","Brahms","Piano Quintet in F Minor, Op. 34"
"Giuseppe Andaloro","Italy","23","Final Recital","Mozart","Sonata in C Major, K.330"
"Giuseppe Andaloro","Italy","23","Final Recital","Schoenberg","Six Little Piano Pieces, Op.19"
"Giuseppe Andaloro","Italy","23","Final Recital","Prokofiev","Sonata No.6 in A Major, Op.82"
"Giuseppe Andaloro","Italy","23","Final Concerti","Beethoven","Piano Concerto No.4 in G Major, Op.58"
"Giuseppe Andaloro","Italy","23","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C Minor, Op.18"
"Stephen Beus","United States","23","Preliminary Recital","Bach-Busoni","Nun komm’ der Heiden Heiland, BWV 659"
"Stephen Beus","United States","23","Preliminary Recital","Chopin","Sonata No. 3 in B Minor, Op. 58"
"Stephen Beus","United States","23","Preliminary Recital","Barber","Sonata for Piano, Op. 26"
"Stephen Beus","United States","23","Semifinal Recital","Liszt","Paganini Etude No. 3: La Campanella"
"Stephen Beus","United States","23","Semifinal Recital","Jennifer Higdon","Secret & Glass Gardens"
"Stephen Beus","United States","23","Semifinal Recital","Mozart","Nine Variations on a Minuet by Duport, K. 573"
"Stephen Beus","United States","23","Semifinal Recital","Rachmaninoff","Prelude in G Major, Op. 32, No. 5"
"Stephen Beus","United States","23","Semifinal Recital","Scriabin","Sonata No. 9, Op. 68 ""Black Mass"""
"Stephen Beus","United States","23","Semifinal Recital","Rachmaninoff","Sonata No. 2 in B-flat Minor, Op. 36 (1913)"
"Stephen Beus","United States","23","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op. 81"
"Stephen Beus","United States","23","Final Recital","Bach","Chromatic Fantasy and Fugue, BWV 903"
"Stephen Beus","United States","23","Final Recital","Haydn","Sonata in C Major, Hob. XVI:50"
